序号,发行人_链接,发行人,文件名称_链接,文件名称,披露日期
100,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1132,深圳佰维存储科技股份有限公司,http://static.sse.com.cn/stock/information/c/202211/7c3eb6382476439aa7c75efe48ab49cc.pdf,8-2 会计师发行注册环节反馈意见落实函回复意见,2022-11-23
101,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1211,重庆西山科技股份有限公司,http://static.sse.com.cn/stock/information/c/202211/b833ccc0e2524904b9f3afccc68379fe.pdf,8-3-1 补充法律意见书（二）,2022-11-22
102,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1211,重庆西山科技股份有限公司,http://static.sse.com.cn/stock/information/c/202211/ee3307f7745c48c8866a653227b5072f.pdf,8-2-1 会计师回复意见（2022年半年度财务数据更新版）,2022-11-22
103,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1211,重庆西山科技股份有限公司,http://static.sse.com.cn/stock/information/c/202211/369afeda9f5b4b29ab6402a84722fa80.pdf,8-1-1 发行人及保荐机构回复意见（2022年半年报财务数据更新）,2022-11-22
104,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1211,重庆西山科技股份有限公司,http://static.sse.com.cn/stock/information/c/202211/352bb75141fd4c1db5a7a64b0bc5b538.pdf,8-1-2 发行人及保荐机构关于第二轮审核问询函回复,2022-11-22
105,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1211,重庆西山科技股份有限公司,http://static.sse.com.cn/stock/information/c/202211/c6fcca1ebd444c8c93bf5417e8008037.pdf,8-2-2 会计师关于第二轮审核问询函回复,2022-11-22
106,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1208,上海聚威新材料股份有限公司,http://static.sse.com.cn/stock/information/c/202211/9147b60015e84ae483363f95f2868d51.pdf,8-2 会计师回复意见（2022年半年报财务数据更新版）,2022-11-22
107,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1208,上海聚威新材料股份有限公司,http://static.sse.com.cn/stock/information/c/202211/91a64db95e12464aafc0b0201cf0f287.pdf,8-1 发行人及保荐机构回复意见（2022年半年报财务数据更新版）,2022-11-22
108,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1208,上海聚威新材料股份有限公司,http://static.sse.com.cn/stock/information/c/202211/fa81e008b1e445bbb2ac9b626f01fd2f.pdf,8-3 补充法律意见书（二）,2022-11-22
109,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1264,上海康鹏科技股份有限公司,http://static.sse.com.cn/stock/information/c/202211/07a06811c0d4416b8ad1a3ab96e62140.pdf,8-1-2 发行人及保荐机构关于第二轮审核问询函的回复意见,2022-11-22
110,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1264,上海康鹏科技股份有限公司,http://static.sse.com.cn/stock/information/c/202211/890a6863911b4b8a8d8be904b089c4f4.pdf,8-2-2 会计师第二轮回复意见,2022-11-22
111,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1264,上海康鹏科技股份有限公司,http://static.sse.com.cn/stock/information/c/202211/8ada5aa27d4c428d917d68d4de1db028.pdf,8-3-1 律师事务所关于上海康鹏科技股份有限公司首次公开发行股票并在科创板上市的补充法律意见书（二）,2022-11-22
112,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1187,湖南航天环宇通信科技股份有限公司,http://static.sse.com.cn/stock/information/c/202211/a813e01837db4ff084dcb0ddfe9af7d9.pdf,8-1-2 发行人及保荐机构关于第二轮审核问询函的回复意见,2022-11-22
113,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1187,湖南航天环宇通信科技股份有限公司,http://static.sse.com.cn/stock/information/c/202211/6b2fb02db05a4bb09941bfca83f4512e.pdf,8-2-2 会计师关于第二轮审核问询函的回复意见,2022-11-22
114,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1187,湖南航天环宇通信科技股份有限公司,http://static.sse.com.cn/stock/information/c/202211/03ca148fb46a4a56bbd81789ed48598c.pdf,8-3-2 补充法律意见书（三）,2022-11-22
115,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1264,上海康鹏科技股份有限公司,http://static.sse.com.cn/stock/information/c/202211/cf8f9e0e93a34e3ca8400918e8cb08e4.pdf,8-1-1 发行人及保荐机构回复意见（2022年半年报财务数据更新版）（豁免版）,2022-11-21
116,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1264,上海康鹏科技股份有限公司,http://static.sse.com.cn/stock/information/c/202211/d77eb814c99f4284919034c25202099c.pdf,8-2-1 会计师回复意见（2022年半年报财务数据更新版）（豁免版）,2022-11-21
117,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1264,上海康鹏科技股份有限公司,http://static.sse.com.cn/stock/information/c/202211/ddcaf79704114e21b53f4e41d1e664cc.pdf,8-3-1 律师事务所关于上海康鹏科技股份有限公司首次公开发行股票并在科创板上市的补充法律意见书（二）,2022-11-21
118,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1206,常州时创能源股份有限公司,http://static.sse.com.cn/stock/information/c/202211/017e41db64b345a895e02438d0dd479b.pdf,8-1-2 发行人及保荐机构第二轮回复意见,2022-11-18
119,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1206,常州时创能源股份有限公司,http://static.sse.com.cn/stock/information/c/202211/38432891b3c34ac5b1ba37d1ceb5b4bf.pdf,8-2-2 会计师回复意见（二）,2022-11-18
120,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1206,常州时创能源股份有限公司,http://static.sse.com.cn/stock/information/c/202211/9631b437a9764c80bb013bca98f01392.pdf,8-3-2 北京植德律师事务所关于常州时创能源股份有限公司申请首次公开发行股票并在科创板上市的补充法律意见书之三,2022-11-18
121,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1206,常州时创能源股份有限公司,http://static.sse.com.cn/stock/information/c/202211/99b700bfb87f4e53a7f2a2ad18644a63.pdf,8-3-1 北京植德律师事务所关于常州时创能源股份有限公司申请首次公开发行股票并在科创板上市的补充法律意见书之二,2022-11-18
122,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1206,常州时创能源股份有限公司,http://static.sse.com.cn/stock/information/c/202211/05a11df032da47e7878384af48989a6a.pdf,8-1-1 发行人及保荐机构回复意见（2022年半年报财务数据更新版）,2022-11-18
123,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1206,常州时创能源股份有限公司,http://static.sse.com.cn/stock/information/c/202211/b02f1418f15d4c82969a6224556d823d.pdf,8-2-1 会计师回复意见（一）（2022年半年报财务数据更新版）,2022-11-18
124,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1188,重庆智翔金泰生物制药股份有限公司,http://static.sse.com.cn/stock/information/c/202211/52289b32d1844758a8558c536c5eaad0.pdf,8-1 发行人及保荐机构关于审核中心意见落实函的回复,2022-11-18
125,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1188,重庆智翔金泰生物制药股份有限公司,http://static.sse.com.cn/stock/information/c/202211/503cff3e238a4a8fb2e663638b6ffd90.pdf,8-3 补充法律意见书（三）,2022-11-18
126,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1182,翌圣生物科技（上海）股份有限公司,http://static.sse.com.cn/stock/information/c/202211/2e31657bcdcb4f83b900c0f8268bec58.pdf,8-1 发行人及保荐机构关于审核中心落实意见函的回复,2022-11-18
127,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1174,碧兴物联科技（深圳）股份有限公司,http://static.sse.com.cn/stock/information/c/202211/78f53d4005d749939b350944c6aa0692.pdf,8-2-1 会计师关于审核问询函的回复意见（2022年半年报财务数据更新版）,2022-11-18
128,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1174,碧兴物联科技（深圳）股份有限公司,http://static.sse.com.cn/stock/information/c/202211/34372dd27146484a91fdae7083df051d.pdf,8-3-1 律师补充法律意见书（二）,2022-11-18
129,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1210,成都锐成芯微科技股份有限公司,http://static.sse.com.cn/stock/information/c/202211/30c33f1263b44da8b0878924bed4aff9.pdf,8-3 补充法律意见书（一）,2022-11-17
130,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1210,成都锐成芯微科技股份有限公司,http://static.sse.com.cn/stock/information/c/202211/b6a73683290c4a7f9d1832131ea50ad9.pdf,8-1 发行人及保荐机构回复意见,2022-11-17
131,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1210,成都锐成芯微科技股份有限公司,http://static.sse.com.cn/stock/information/c/202211/c8bf8344704a4f6182944ad5198e303e.pdf,8-2 会计师回复意见,2022-11-17
132,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1212,上海索辰信息科技股份有限公司,http://static.sse.com.cn/stock/information/c/202211/a30ecd3f426e40318fb156ee74c5deec.pdf,8-1 发行人及保荐机构关于审核中心意见落实函的回复,2022-11-17
133,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1212,上海索辰信息科技股份有限公司,http://static.sse.com.cn/stock/information/c/202211/382636083699496e9716895c180931a4.pdf,8-2 会计师关于审核中心意见落实函的回复,2022-11-17
134,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1279,中邮科技股份有限公司,http://static.sse.com.cn/stock/information/c/202211/7085880697984276a30f64ffd32494f8.pdf,8-1-1 发行人及保荐机构关于审核中心意见落实函的回复,2022-11-16
135,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1279,中邮科技股份有限公司,http://static.sse.com.cn/stock/information/c/202211/dc94580147d34f21a1630a40804eef55.pdf,8-4-2 发行人及保荐机构关于第二轮审核问询函的回复的修改说明,2022-11-16
136,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1279,中邮科技股份有限公司,http://static.sse.com.cn/stock/information/c/202211/fa7da619a66f455bba877414c630edb3.pdf,8-4-3 会计师关于第二轮审核问询函之回复报告的修改说明,2022-11-16
137,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1187,湖南航天环宇通信科技股份有限公司,http://static.sse.com.cn/stock/information/c/202211/55a8e725a7c841e3b5ec6dd185c30af7.pdf,8-1-1 发行人及保荐机构关于第一轮审核问询函的回复意见（2022年半年报财务数据更新版）,2022-11-16
138,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1187,湖南航天环宇通信科技股份有限公司,http://static.sse.com.cn/stock/information/c/202211/d307675720cd4042ab424a38a990b67e.pdf,8-2-1 会计师关于第一轮审核问询函的回复意见（2022年半年报财务数据更新版）,2022-11-16
139,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1187,湖南航天环宇通信科技股份有限公司,http://static.sse.com.cn/stock/information/c/202211/7da04f23e5424cc2a2225af6fc5c31b6.pdf,8-3-1 补充法律意见书（二）,2022-11-16
140,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1189,北京天玛智控科技股份有限公司,http://static.sse.com.cn/stock/information/c/202211/510a66a544cf4e589407d2671836dea5.pdf,8-1-3 发行人及保荐机构关于审核中心意见落实函的回复,2022-11-16
141,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1185,浙江双元科技股份有限公司,http://static.sse.com.cn/stock/information/c/202211/12ed8680da3340739b57ed6630c774ca.pdf,8-2 申报会计师关于第二轮审核问询函中有关财务会计问题的专项说明,2022-11-16
142,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1185,浙江双元科技股份有限公司,http://static.sse.com.cn/stock/information/c/202211/0a091be9f5ba4b83895d7e31eef573a3.pdf,8-1 发行人及保荐机构关于第二轮审核问询函之回复报告,2022-11-16
143,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1185,浙江双元科技股份有限公司,http://static.sse.com.cn/stock/information/c/202211/2eae33ca6830401e81fb93bea161e990.pdf,8-3 补充法律意见书（二）,2022-11-16
144,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1172,钰泰半导体股份有限公司,http://static.sse.com.cn/stock/information/c/202211/2964aff81c5b473d93559a13851a59d5.pdf,8-1 发行人及保荐机构关于钰泰半导体股份有限公司首次公开发行股票并在科创板上市申请文件的审核问询函的回复（2022年半年报更新）,2022-11-16
145,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1172,钰泰半导体股份有限公司,http://static.sse.com.cn/stock/information/c/202211/94dcda6ce35046e78ba3a5839b2a0f51.pdf,8-2 会计师事务所关于钰泰半导体股份有限公司首次公开发行股票并在科创板上市申请文件的审核问询函有关财务问题回复的专项说明（2022年半年报更新）,2022-11-16
146,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1172,钰泰半导体股份有限公司,http://static.sse.com.cn/stock/information/c/202211/f1ae7a131f124cbbbd24bc166ecc9b00.pdf,8-3 补充法律意见书（三）,2022-11-16
147,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1172,钰泰半导体股份有限公司,http://static.sse.com.cn/stock/information/c/202211/6670cb61ef8b4d5cbdfadc91f7c2fc33.pdf,8-1 发行人及保荐机构关于钰泰半导体股份有限公司首次公开发行股票并在科创板上市申请文件的第二轮审核问询函的回复,2022-11-16
148,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1172,钰泰半导体股份有限公司,http://static.sse.com.cn/stock/information/c/202211/d11c2a5612bc4f2888f5e38acebcb7cc.pdf,8-2 会计师事务所关于钰泰半导体股份有限公司首次公开发行股票并在科创板上市申请文件的第二轮审核问询函有关财务问题回复的专项说明,2022-11-16
149,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1172,钰泰半导体股份有限公司,http://static.sse.com.cn/stock/information/c/202211/34224759594d4d2187fb14bb384b1bd7.pdf,8-3 补充法律意见书（二）,2022-11-16
150,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1129,江苏微导纳米科技股份有限公司,http://static.sse.com.cn/stock/information/c/202211/95749b4ebb3c40e197512bfeb26523c6.pdf,8-1 发行人及保荐机构关于发行注册环节反馈意见落实函的回复报告,2022-11-16
151,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1129,江苏微导纳米科技股份有限公司,http://static.sse.com.cn/stock/information/c/202211/33a5d3bfa2b549e4900fe37244bdc083.pdf,8-2 会计师关于注册环节反馈意见落实函的回复,2022-11-16
152,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1129,江苏微导纳米科技股份有限公司,http://static.sse.com.cn/stock/information/c/202211/d4bd12b8bde64df7b99ef9495362cda5.pdf,8-3 补充法律意见书（五）,2022-11-16
153,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1097,陕西源杰半导体科技股份有限公司,http://static.sse.com.cn/stock/information/c/202211/2a566d1e078847be93b55dd448fd73aa.pdf,8-1 发行人及保荐机构关于发行注册环节反馈意见落实函的回复,2022-11-16
154,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1097,陕西源杰半导体科技股份有限公司,http://static.sse.com.cn/stock/information/c/202211/ad0efc7601e24c61a436a542c6f792e7.pdf,8-3 补充法律意见书（六）,2022-11-16
155,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1205,武汉逸飞激光股份有限公司,http://static.sse.com.cn/stock/information/c/202211/b91bc1fbbfd84d99a76cfbf86b6f94f8.pdf,8-1-1 发行人及保荐机构回复意见（2022年半年报财务数据更新版）,2022-11-16
156,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1205,武汉逸飞激光股份有限公司,http://static.sse.com.cn/stock/information/c/202211/aa00776e33364de781422a6c01af567c.pdf,8-1-2 发行人及保荐机构关于第二轮审核问询函的回复意见,2022-11-16
157,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1205,武汉逸飞激光股份有限公司,http://static.sse.com.cn/stock/information/c/202211/87676cd8c808440299ccd2b4a7ce1e81.pdf,8-2-1 会计师回复意见（2022年半年报财务数据更新版）,2022-11-16
158,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1205,武汉逸飞激光股份有限公司,http://static.sse.com.cn/stock/information/c/202211/87c328650adb4e5a9c708f90c917632c.pdf,8-2-2 会计师回复意见（二）,2022-11-16
159,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1205,武汉逸飞激光股份有限公司,http://static.sse.com.cn/stock/information/c/202211/3093404fff89402a88540581352ff618.pdf,8-3 补充法律意见书（二）,2022-11-16
160,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1183,湖南华曙高科技股份有限公司,http://static.sse.com.cn/stock/information/c/202211/8bce50a12a934a8a8364a882e7980ee9.pdf,8-1 发行人及保荐机构关于审核中心意见落实函的回复,2022-11-15
