序号,发行人_链接,发行人,审核问询轮次,文件名称_链接,文件名称,披露日期
99,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=295,北京铁科首钢轨道技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/202005/e24da5c7d20b45d5960a6301407952e7.pdf,8-1-2  发行人及保荐机构关于第二轮审核问询函之回复报告,2020-05-06
100,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=295,北京铁科首钢轨道技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/202003/ed7ce7957f524425a0248353d056b18e.pdf,8-1 发行人及保荐机构关于审核问询函之回复报告,2020-03-23
101,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=745,北京同益中新材料科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202103/9eaa44a2251041a2b8f27a34b416d6e1.pdf,8-1-1 发行人及保荐机构第三轮审核问询函的回复（豁免版）,2021-03-05
102,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=745,北京同益中新材料科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202102/877b51591d204963988cf4c0ad451e28.pdf,8-1-1 发行人及保荐机构第二轮审核问询函的回复,2021-02-03
103,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=745,北京同益中新材料科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202012/9bcfe3c454294df088d6319b323da147.pdf,8-1 发行人及保荐机构第一轮审核问询函的回复【豁免版本】,2020-12-16
104,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=101,北京沃尔德金刚石工具股份有限公司,1,http://static.sse.com.cn/stock/information/c/201906/878bfa623436441a8971d192d6cf29e0.pdf,北京沃尔德金刚石工具股份有限公司及中信建投证券股份有限公司关于第三轮审核问询函的回复,2019-06-17
105,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=101,北京沃尔德金刚石工具股份有限公司,1,http://static.sse.com.cn/stock/information/c/201906/dc81190bc96d4ef6859e76fd5fa49f77.pdf,北京沃尔德金刚石工具股份有限公司及中信建投证券股份有限公司关于第二轮审核问询函的回复,2019-06-03
106,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=101,北京沃尔德金刚石工具股份有限公司,1,http://static.sse.com.cn/stock/information/c/201905/0ef647f13dae4dadad42651fa0388ac2.pdf,发行人及保荐人审核问询函回复意见,2019-05-10
107,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=704,北京阳光诺和药物研究股份有限公司,1,http://static.sse.com.cn/stock/information/c/202101/e982605d246243d59629add6c0ad173c.pdf,8-1 发行人及保荐机构关于第三轮审核问询函的回复意见,2021-01-13
108,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=704,北京阳光诺和药物研究股份有限公司,1,http://static.sse.com.cn/stock/information/c/202012/30c38a862bca4e009e62f2402e19a542.pdf,8-1 发行人及保荐机构关于第二轮审核问询函的回复意见,2020-12-21
109,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=704,北京阳光诺和药物研究股份有限公司,1,http://static.sse.com.cn/stock/information/c/202011/1459850d00c14aeeb7b57d3c5a59839d.pdf,8-1 发行人及保荐机构回复意见,2020-11-18
110,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=205,北京亿华通科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202004/32688f1e1f064b71b86276e6ac230d6a.pdf,8-1 发行人及保荐机构回复意见（四）,2020-04-14
111,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=205,北京亿华通科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202002/aba71874ba6b488a97db91bd3475a56c.pdf,8-1 发行人及保荐机构回复意见（三）,2020-02-11
112,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=205,北京亿华通科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202001/09ce60a5f7cd48fa969f6ab051f12c27.pdf,8-1 发行人及保荐机构回复意见（二）,2020-01-02
113,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=205,北京亿华通科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/201910/3f948856d2684932bfc468da32f8709a.pdf,8-1 发行人及保荐机构回复意见,2019-10-08
114,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=924,北京英诺特生物技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/202201/7bf38751a8964e398a360936c9b0754c.pdf,8-1-3 关于北京英诺特生物技术股份有限公司首次公开发行股票并在科创板上市申请文件的第三轮审核问询函的回复,2022-01-26
115,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=924,北京英诺特生物技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/202201/4c3fa9a3a4594b34832631be354523fa.pdf,8-1-2 关于北京英诺特生物技术股份有限公司首次公开发行股票并在科创板上市申请文件的第二轮审核问询函的回复（豁免版）,2022-01-10
116,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=924,北京英诺特生物技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/202109/416dd8e6916b46d3a191bcf85f00f305.pdf,8-1 关于北京英诺特生物技术股份有限公司首次公开发行股票并在科创板上市申请文件审核问询函的回复,2021-09-03
117,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1012,北京永信至诚科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202202/57563e1b64cb4ba3a5ec875646ee4c99.pdf,8-1 发行人及保荐机构关于第二轮审核问询函的回复,2022-02-09
118,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=1012,北京永信至诚科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202112/17e01d13ad784a75b2ec4e7244cb8506.pdf,8-1 发行人及保荐机构关于审核问询函的回复,2021-12-27
119,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=122,北京致远互联软件股份有限公司,1,http://static.sse.com.cn/stock/information/c/201908/3c62924a81014d5ebd19a1cddb275743.pdf,北京致远互联软件股份有限公司及中德证券有限责任公司关于第四轮审核问询函的回复,2019-08-30
120,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=122,北京致远互联软件股份有限公司,1,http://static.sse.com.cn/stock/information/c/201908/3b623df6880842f5b2e267a912a05657.pdf,北京致远互联软件股份有限公司及中德证券有限责任公司关于第三轮审核问询函的回复,2019-08-12
121,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=122,北京致远互联软件股份有限公司,1,http://static.sse.com.cn/stock/information/c/201907/bc5b82b103d34dbf916a5cbb4c4b5838.pdf,北京致远互联软件股份有限公司及中德证券有限责任公司关于第二轮审核问询函的回复,2019-07-15
122,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=122,北京致远互联软件股份有限公司,1,http://static.sse.com.cn/stock/information/c/201906/918367312b2a48eca95dd6ccd00d210d.pdf,北京致远互联软件股份有限公司及中德证券有限责任公司关于审核问询函的回复,2019-06-17
123,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=48,博瑞生物医药（苏州）股份有限公司,1,http://static.sse.com.cn/stock/information/c/201908/f5adcd7123664dd9a7208e83f0648bc3.pdf,8-1 发行人及保荐机构关于第三轮审核问询函的回复,2019-08-02
124,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=48,博瑞生物医药（苏州）股份有限公司,1,http://static.sse.com.cn/stock/information/c/201907/8298b5521a3d45ed8a1dd2d6bf5301b7.pdf,8-1 发行人及保荐机构关于第二轮审核问询函的回复,2019-07-15
125,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=48,博瑞生物医药（苏州）股份有限公司,1,http://static.sse.com.cn/stock/information/c/201906/4d5fc0de9e0f40eeacc7b3a448628b66.pdf,8-1 发行人及保荐机构关于审核问询函的回复,2019-06-24
126,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=746,成都国光电气股份有限公司,1,http://static.sse.com.cn/stock/information/c/202103/8474f39a427e4ecd85b277a31e7187e9.pdf,8-1-2 发行人及保荐机构关于第二轮问询的回复意见,2021-03-17
127,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=746,成都国光电气股份有限公司,1,http://static.sse.com.cn/stock/information/c/202101/7287260791384eea95f289ee9f68c67d.pdf,8-1 发行人及保荐机构关于首轮问询的回复意见,2021-01-06
128,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=438,极米科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202009/26cb7f2a1abf453e855327d5dbffada6.pdf,8-1 发行人及保荐机构回复意见（二）,2020-09-11
129,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=438,极米科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202007/99965b364ae7426fbb5027beb2a04682.pdf,8-1 发行人及保荐机构回复意见,2020-07-29
130,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=904,成都坤恒顺维科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202110/a060e4f0b0014e67a63be9cf04911ff8.pdf,8-1 发行人及保荐机构关于第二轮审核问询函的回复,2021-10-20
131,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=904,成都坤恒顺维科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202109/7f051ed8f47b417e806ba71d78352592.pdf,8-1 发行人及保荐机构回复意见,2021-09-15
132,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=312,成都盟升电子技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/202005/39c456de7bd64555909fc12d693f9757.pdf,8-1 关于成都盟升电子技术股份有限公司首次公开发行股票并在科创板上市申请文件第二轮审核问询函的回复,2020-05-20
133,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=312,成都盟升电子技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/202004/d086386933254049a1989eda3252d62d.pdf,8-1 发行人及保荐机构回复意见（2019年年报财务数据更新版）,2020-04-24
134,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=596,成都欧林生物科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202011/eb045c78cab244d3b27926c68756703f.pdf,8-1 发行人及保荐机构关于第二轮审核问询函的回复,2020-11-17
135,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=596,成都欧林生物科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202009/ca800a1dba714a2e9dbff853990df21d.pdf,8-1 发行人及保荐机构关于审核问询函的回复,2020-09-28
136,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=177,成都秦川物联网科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/201911/7e685beb9fd44f63858debde7d6336a5.pdf,8-1 发行人及保荐机构关于第四轮问询函的回复意见,2019-11-20
137,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=177,成都秦川物联网科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/201911/64e1294cff804f72935a344ddea79ffd.pdf,8-1 发行人及保荐机构关于第三轮问询函的回复意见,2019-11-01
138,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=177,成都秦川物联网科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/201909/ad35a2b85bb14e70aa2de04bbb85e493.pdf,8-1发行人及保荐机构关于第二轮问询函的回复意见,2019-09-26
139,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=177,成都秦川物联网科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/201908/12ef45c746944635ab769896a88b8fec.pdf,8-1发行人及保荐机构关于第一轮问询函的回复意见（2019年半年报财务数据更新版）,2019-08-16
140,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=629,成都圣诺生物科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202011/442f5669a62b493390ff4d604731f361.pdf,8-1发行人及保荐机构第二轮回复意见,2020-11-12
141,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=629,成都圣诺生物科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202010/1b373350a7b940dc9eec65a1ae94c311.pdf,8-1发行人及保荐机构回复意见,2020-10-14
142,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=902,成都思科瑞微电子股份有限公司,1,http://static.sse.com.cn/stock/information/c/202109/66ca2f0054ba49f2875b6800f859b23d.pdf,8-1-2 发行人及保荐机构关于第二轮审核问询函的回复,2021-09-07
143,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=902,成都思科瑞微电子股份有限公司,1,http://static.sse.com.cn/stock/information/c/202108/fc557236bf0d490d82004c5e28756544.pdf,8-1 发行人及保荐机构关于审核问询函的回复,2021-08-13
144,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=226,成都先导药物开发股份有限公司,1,http://static.sse.com.cn/stock/information/c/201910/44b0a193503c43bc98f834f9301dba29.pdf,发行人及保荐机构回复意见（二）,2019-10-31
145,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=226,成都先导药物开发股份有限公司,1,http://static.sse.com.cn/stock/information/c/201909/c6b2deebad3c474c8234f0e014aca1ab.pdf,发行人及保荐机构回复意见（一）,2019-09-18
146,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=536,成都智明达电子股份有限公司,1,http://static.sse.com.cn/stock/information/c/202010/a30299c9864a4449b44a74f3dac44d24.pdf,8-1 发行人及保荐机构关于第二轮审核问询函之回复意见,2020-10-26
147,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=536,成都智明达电子股份有限公司,1,http://static.sse.com.cn/stock/information/c/202008/bad4fb0dc5cf4ad18ae30fc3f1d95ee3.pdf,8-1 发行人及保荐人审核问询函回复意见,2020-08-17
148,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=403,成都纵横自动化技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/202008/3e384da4358b4706a395e740ccc73672.pdf,8-1 发行人及保荐机构关于第三轮审核问询函的回复意见,2020-08-31
149,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=403,成都纵横自动化技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/202008/c6e6dc5cf4974d0c8c5c42a2a72d7e76.pdf,8-1 发行人及保荐机构关于第二轮审核问询函的回复意见,2020-08-06
150,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=403,成都纵横自动化技术股份有限公司,1,http://static.sse.com.cn/stock/information/c/202006/676aaac939ab4d8e8775625524f85b3e.pdf,8-1 发行人及保荐机构回复意见,2020-06-24
151,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=546,呈和科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202011/b640aa30d41a4bdc9d27c3aaff3b6299.pdf,8-1-2 发行人及保荐机构回复意见（二）,2020-11-10
152,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=546,呈和科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202008/f2f1f5a0473d4430a099a8369bca0c73.pdf,8-1 发行人及保荐机构回复意见,2020-08-19
153,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=786,创耀（苏州）通信科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202107/ec69d92713b643e8be096cc9aa9c371d.pdf,8-1-2 发行人及保荐机构关于第二轮审核问询函的回复,2021-07-21
154,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=786,创耀（苏州）通信科技股份有限公司,1,http://static.sse.com.cn/stock/information/c/202103/e548c32ed3b3481b8ec07c103280f0fd.pdf,8-1 发行人及保荐机构关于审核问询函的回复,2021-03-12
155,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=404,大连豪森设备制造股份有限公司,1,http://static.sse.com.cn/stock/information/c/202007/9e2e5c3e587a4172840f9585583e8036.pdf,8-1 发行人及保荐机构回复意见（二）,2020-07-15
156,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=404,大连豪森设备制造股份有限公司,1,http://static.sse.com.cn/stock/information/c/202006/0a0d2e45b75e474d832df42a763cbe5e.pdf,8-1 发行人及保荐机构回复意见,2020-06-19
157,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=830,迪哲（江苏）医药股份有限公司,1,http://static.sse.com.cn/stock/information/c/202108/9b2db1b008814f968461882ec455fbb7.pdf,8-1 发行人及保荐机构关于第三轮审核问询的回复报告,2021-08-24
158,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=830,迪哲（江苏）医药股份有限公司,1,http://static.sse.com.cn/stock/information/c/202107/cb355d4f8d794910888ea10423feda62.pdf,8-1 发行人及保荐机构关于第二轮审核问询的回复报告,2021-07-01
159,http://kcb.sse.com.cn/renewal/xmxq/index.shtml?auditId=830,迪哲（江苏）医药股份有限公司,1,http://static.sse.com.cn/stock/information/c/202105/fea60721991f42849c5775ee54d00f27.pdf,8-1 发行人及保荐机构回复意见,2021-05-20
